has,prefers,count
"cytochrome_b|?_calculated_n","tRNA_Pro|?|1of20_calculated_t",0
"cytochrome_b|?_calculated_n","MT-ND5|4540_calculated_t",0
"cytochrome_b|?_calculated_n","PGC|5225_calculated_t",0
"cytochrome_b|?_calculated_n","GAPDH|2597_calculated_t",0
"cytochrome_b|?_calculated_n","ACTB|60_calculated_t",0
"cytochrome_b|?_calculated_n","JA040723|?_calculated_t",0
"cytochrome_b|?_calculated_n","AD_1|?_calculated_t",0
"cytochrome_b|?_calculated_n","cytochrome_b|?_calculated_t",1
"cytochrome_b|?_calculated_n","TVAS5|?_calculated_t",0
"cytochrome_b|?_calculated_n","JA040725|?_calculated_t",0
"cytochrome_b|?_calculated_n","OK/SW-cl.16|?_calculated_t",0
"cytochrome_b|?_calculated_n","STRF6|?_calculated_t",0
"cytochrome_b|?_calculated_n","BC018860|?_calculated_t",0
"JA040725|?_calculated_n","B2M|567_calculated_t",0
"JA040725|?_calculated_n","TMSB10|9168_calculated_t",0
"JA040725|?_calculated_n","LYZ|4069_calculated_t",0
"JA040725|?_calculated_n","DQ590013|?|1of2_calculated_t",0
"JA040725|?_calculated_n","ACTG1|71_calculated_t",0
"JA040725|?_calculated_n","CD74|972_calculated_t",0
"JA040725|?_calculated_n","RPLP1|6176_calculated_t",0
"JA040725|?_calculated_n","tRNA_Pro|?|1of20_calculated_t",0
"JA040725|?_calculated_n","MT-ND5|4540_calculated_t",0
"JA040725|?_calculated_n","PGC|5225_calculated_t",0
"JA040725|?_calculated_n","GAPDH|2597_calculated_t",0
"JA040725|?_calculated_n","ACTB|60_calculated_t",0
"JA040725|?_calculated_n","JA040723|?_calculated_t",0
"JA040725|?_calculated_n","AD_1|?_calculated_t",0
"JA040725|?_calculated_n","cytochrome_b|?_calculated_t",0
"JA040725|?_calculated_n","TVAS5|?_calculated_t",0
"JA040725|?_calculated_n","JA040725|?_calculated_t",1
"JA040725|?_calculated_n","OK/SW-cl.16|?_calculated_t",0
"JA040725|?_calculated_n","STRF6|?_calculated_t",0
"JA040725|?_calculated_n","BC018860|?_calculated_t",0
"TVAS5|?_calculated_n","B2M|567_calculated_t",0
"TVAS5|?_calculated_n","TMSB10|9168_calculated_t",0
"TVAS5|?_calculated_n","LYZ|4069_calculated_t",0
"TVAS5|?_calculated_n","DQ590013|?|1of2_calculated_t",0
"TVAS5|?_calculated_n","ACTG1|71_calculated_t",0
"TVAS5|?_calculated_n","CD74|972_calculated_t",0
"TVAS5|?_calculated_n","RPLP1|6176_calculated_t",0
"TVAS5|?_calculated_n","tRNA_Pro|?|1of20_calculated_t",0
"TVAS5|?_calculated_n","MT-ND5|4540_calculated_t",0
"TVAS5|?_calculated_n","PGC|5225_calculated_t",0
"TVAS5|?_calculated_n","GAPDH|2597_calculated_t",0
"TVAS5|?_calculated_n","ACTB|60_calculated_t",0
"TVAS5|?_calculated_n","JA040723|?_calculated_t",0
"TVAS5|?_calculated_n","AD_1|?_calculated_t",0
"TVAS5|?_calculated_n","cytochrome_b|?_calculated_t",0
"TVAS5|?_calculated_n","TVAS5|?_calculated_t",1
"TVAS5|?_calculated_n","JA040725|?_calculated_t",0
"TVAS5|?_calculated_n","OK/SW-cl.16|?_calculated_t",0
"TVAS5|?_calculated_n","STRF6|?_calculated_t",0
"TVAS5|?_calculated_n","BC018860|?_calculated_t",0
"AD_1|?_calculated_n","B2M|567_calculated_t",0
"AD_1|?_calculated_n","TMSB10|9168_calculated_t",0
"AD_1|?_calculated_n","LYZ|4069_calculated_t",0
"AD_1|?_calculated_n","DQ590013|?|1of2_calculated_t",0
"AD_1|?_calculated_n","ACTG1|71_calculated_t",0
"AD_1|?_calculated_n","CD74|972_calculated_t",0
"AD_1|?_calculated_n","RPLP1|6176_calculated_t",0
"AD_1|?_calculated_n","tRNA_Pro|?|1of20_calculated_t",0
"AD_1|?_calculated_n","MT-ND5|4540_calculated_t",0
"AD_1|?_calculated_n","PGC|5225_calculated_t",0
"AD_1|?_calculated_n","GAPDH|2597_calculated_t",0
"AD_1|?_calculated_n","ACTB|60_calculated_t",0
"AD_1|?_calculated_n","JA040723|?_calculated_t",0
"AD_1|?_calculated_n","AD_1|?_calculated_t",1
"AD_1|?_calculated_n","cytochrome_b|?_calculated_t",0
"AD_1|?_calculated_n","TVAS5|?_calculated_t",0
"AD_1|?_calculated_n","JA040725|?_calculated_t",0
"AD_1|?_calculated_n","OK/SW-cl.16|?_calculated_t",0
"AD_1|?_calculated_n","STRF6|?_calculated_t",0
"AD_1|?_calculated_n","BC018860|?_calculated_t",0
"JA040723|?_calculated_n","B2M|567_calculated_t",0
"JA040723|?_calculated_n","TMSB10|9168_calculated_t",0
"JA040723|?_calculated_n","LYZ|4069_calculated_t",0
"JA040723|?_calculated_n","DQ590013|?|1of2_calculated_t",0
"JA040723|?_calculated_n","ACTG1|71_calculated_t",0
"JA040723|?_calculated_n","CD74|972_calculated_t",0
"JA040723|?_calculated_n","RPLP1|6176_calculated_t",0
"JA040723|?_calculated_n","tRNA_Pro|?|1of20_calculated_t",0
"JA040723|?_calculated_n","MT-ND5|4540_calculated_t",0
"JA040723|?_calculated_n","PGC|5225_calculated_t",0
"JA040723|?_calculated_n","GAPDH|2597_calculated_t",0
"JA040723|?_calculated_n","ACTB|60_calculated_t",0
"JA040723|?_calculated_n","JA040723|?_calculated_t",1
"JA040723|?_calculated_n","AD_1|?_calculated_t",0
"JA040723|?_calculated_n","cytochrome_b|?_calculated_t",0
"JA040723|?_calculated_n","TVAS5|?_calculated_t",0
"JA040723|?_calculated_n","JA040725|?_calculated_t",0
"JA040723|?_calculated_n","OK/SW-cl.16|?_calculated_t",0
"JA040723|?_calculated_n","STRF6|?_calculated_t",0
"JA040723|?_calculated_n","BC018860|?_calculated_t",0
"MT-ND5|4540_calculated_n","B2M|567_calculated_t",0
"MT-ND5|4540_calculated_n","TMSB10|9168_calculated_t",0
"MT-ND5|4540_calculated_n","LYZ|4069_calculated_t",0
"MT-ND5|4540_calculated_n","DQ590013|?|1of2_calculated_t",0
"MT-ND5|4540_calculated_n","ACTG1|71_calculated_t",0
"MT-ND5|4540_calculated_n","CD74|972_calculated_t",0
"MT-ND5|4540_calculated_n","RPLP1|6176_calculated_t",0
"MT-ND5|4540_calculated_n","tRNA_Pro|?|1of20_calculated_t",0
"MT-ND5|4540_calculated_n","MT-ND5|4540_calculated_t",1
"MT-ND5|4540_calculated_n","PGC|5225_calculated_t",0
"MT-ND5|4540_calculated_n","GAPDH|2597_calculated_t",0
"MT-ND5|4540_calculated_n","ACTB|60_calculated_t",0
"MT-ND5|4540_calculated_n","JA040723|?_calculated_t",0
"MT-ND5|4540_calculated_n","AD_1|?_calculated_t",0
"MT-ND5|4540_calculated_n","cytochrome_b|?_calculated_t",0
"MT-ND5|4540_calculated_n","TVAS5|?_calculated_t",0
"MT-ND5|4540_calculated_n","JA040725|?_calculated_t",0
"MT-ND5|4540_calculated_n","OK/SW-cl.16|?_calculated_t",0
"MT-ND5|4540_calculated_n","STRF6|?_calculated_t",0
"MT-ND5|4540_calculated_n","BC018860|?_calculated_t",0
"ACTB|60_calculated_n","B2M|567_calculated_t",0
"ACTB|60_calculated_n","TMSB10|9168_calculated_t",0
"ACTB|60_calculated_n","LYZ|4069_calculated_t",0
"ACTB|60_calculated_n","DQ590013|?|1of2_calculated_t",0
"ACTB|60_calculated_n","ACTG1|71_calculated_t",0
"ACTB|60_calculated_n","CD74|972_calculated_t",0
"ACTB|60_calculated_n","RPLP1|6176_calculated_t",0
"ACTB|60_calculated_n","tRNA_Pro|?|1of20_calculated_t",0
"ACTB|60_calculated_n","MT-ND5|4540_calculated_t",0
"ACTB|60_calculated_n","PGC|5225_calculated_t",0
"ACTB|60_calculated_n","GAPDH|2597_calculated_t",0
"ACTB|60_calculated_n","ACTB|60_calculated_t",1
"ACTB|60_calculated_n","JA040723|?_calculated_t",0
"ACTB|60_calculated_n","AD_1|?_calculated_t",0
"ACTB|60_calculated_n","cytochrome_b|?_calculated_t",0
"ACTB|60_calculated_n","TVAS5|?_calculated_t",0
"ACTB|60_calculated_n","JA040725|?_calculated_t",0
"ACTB|60_calculated_n","OK/SW-cl.16|?_calculated_t",0
"ACTB|60_calculated_n","STRF6|?_calculated_t",0
"ACTB|60_calculated_n","BC018860|?_calculated_t",0
"DQ590013|?|1of2_calculated_n","B2M|567_calculated_t",0
"DQ590013|?|1of2_calculated_n","TMSB10|9168_calculated_t",0
"DQ590013|?|1of2_calculated_n","LYZ|4069_calculated_t",0
"DQ590013|?|1of2_calculated_n","DQ590013|?|1of2_calculated_t",1
"DQ590013|?|1of2_calculated_n","ACTG1|71_calculated_t",0
"DQ590013|?|1of2_calculated_n","CD74|972_calculated_t",0
"DQ590013|?|1of2_calculated_n","RPLP1|6176_calculated_t",0
"DQ590013|?|1of2_calculated_n","tRNA_Pro|?|1of20_calculated_t",0
"DQ590013|?|1of2_calculated_n","MT-ND5|4540_calculated_t",0
"DQ590013|?|1of2_calculated_n","PGC|5225_calculated_t",0
"DQ590013|?|1of2_calculated_n","GAPDH|2597_calculated_t",0
"DQ590013|?|1of2_calculated_n","ACTB|60_calculated_t",0
"DQ590013|?|1of2_calculated_n","JA040723|?_calculated_t",0
"DQ590013|?|1of2_calculated_n","AD_1|?_calculated_t",0
"DQ590013|?|1of2_calculated_n","cytochrome_b|?_calculated_t",0
"DQ590013|?|1of2_calculated_n","TVAS5|?_calculated_t",0
"DQ590013|?|1of2_calculated_n","JA040725|?_calculated_t",0
"DQ590013|?|1of2_calculated_n","OK/SW-cl.16|?_calculated_t",0
"DQ590013|?|1of2_calculated_n","STRF6|?_calculated_t",0
"DQ590013|?|1of2_calculated_n","BC018860|?_calculated_t",0
"MYL9|10398_calculated_n","B2M|567_calculated_t",0
"MYL9|10398_calculated_n","TMSB10|9168_calculated_t",0
"MYL9|10398_calculated_n","LYZ|4069_calculated_t",0
"MYL9|10398_calculated_n","DQ590013|?|1of2_calculated_t",0
"MYL9|10398_calculated_n","ACTG1|71_calculated_t",0
"MYL9|10398_calculated_n","CD74|972_calculated_t",0
"MYL9|10398_calculated_n","RPLP1|6176_calculated_t",0
"MYL9|10398_calculated_n","tRNA_Pro|?|1of20_calculated_t",0
"MYL9|10398_calculated_n","MT-ND5|4540_calculated_t",0
"MYL9|10398_calculated_n","PGC|5225_calculated_t",0
"MYL9|10398_calculated_n","GAPDH|2597_calculated_t",0
"MYL9|10398_calculated_n","ACTB|60_calculated_t",0
"MYL9|10398_calculated_n","JA040723|?_calculated_t",0
"MYL9|10398_calculated_n","AD_1|?_calculated_t",0
"MYL9|10398_calculated_n","cytochrome_b|?_calculated_t",0
"MYL9|10398_calculated_n","TVAS5|?_calculated_t",0
"MYL9|10398_calculated_n","JA040725|?_calculated_t",0
"MYL9|10398_calculated_n","OK/SW-cl.16|?_calculated_t",0
"MYL9|10398_calculated_n","STRF6|?_calculated_t",0
"MYL9|10398_calculated_n","BC018860|?_calculated_t",0
"DES|1674_calculated_n","B2M|567_calculated_t",0
"DES|1674_calculated_n","TMSB10|9168_calculated_t",0
"DES|1674_calculated_n","LYZ|4069_calculated_t",0
"DES|1674_calculated_n","DQ590013|?|1of2_calculated_t",0
"DES|1674_calculated_n","ACTG1|71_calculated_t",0
"DES|1674_calculated_n","CD74|972_calculated_t",0
"DES|1674_calculated_n","RPLP1|6176_calculated_t",0
"DES|1674_calculated_n","tRNA_Pro|?|1of20_calculated_t",0
"DES|1674_calculated_n","MT-ND5|4540_calculated_t",0
"DES|1674_calculated_n","PGC|5225_calculated_t",0
"DES|1674_calculated_n","GAPDH|2597_calculated_t",0
"DES|1674_calculated_n","ACTB|60_calculated_t",0
"DES|1674_calculated_n","JA040723|?_calculated_t",0
"DES|1674_calculated_n","AD_1|?_calculated_t",0
"DES|1674_calculated_n","cytochrome_b|?_calculated_t",0
"DES|1674_calculated_n","TVAS5|?_calculated_t",0
"DES|1674_calculated_n","JA040725|?_calculated_t",0
"DES|1674_calculated_n","OK/SW-cl.16|?_calculated_t",0
"DES|1674_calculated_n","STRF6|?_calculated_t",0
"DES|1674_calculated_n","BC018860|?_calculated_t",0
"ACTG2|72_calculated_n","B2M|567_calculated_t",0
"ACTG2|72_calculated_n","TMSB10|9168_calculated_t",0
"ACTG2|72_calculated_n","LYZ|4069_calculated_t",0
"ACTG2|72_calculated_n","DQ590013|?|1of2_calculated_t",0
"ACTG2|72_calculated_n","ACTG1|71_calculated_t",0
"ACTG2|72_calculated_n","CD74|972_calculated_t",0
"ACTG2|72_calculated_n","RPLP1|6176_calculated_t",0
"ACTG2|72_calculated_n","tRNA_Pro|?|1of20_calculated_t",0
"ACTG2|72_calculated_n","MT-ND5|4540_calculated_t",0
"ACTG2|72_calculated_n","PGC|5225_calculated_t",0
"ACTG2|72_calculated_n","GAPDH|2597_calculated_t",0
"ACTG2|72_calculated_n","ACTB|60_calculated_t",0
"ACTG2|72_calculated_n","JA040723|?_calculated_t",0
"ACTG2|72_calculated_n","AD_1|?_calculated_t",0
"ACTG2|72_calculated_n","cytochrome_b|?_calculated_t",0
"ACTG2|72_calculated_n","TVAS5|?_calculated_t",0
"ACTG2|72_calculated_n","JA040725|?_calculated_t",0
"ACTG2|72_calculated_n","OK/SW-cl.16|?_calculated_t",0
"ACTG2|72_calculated_n","STRF6|?_calculated_t",0
"ACTG2|72_calculated_n","BC018860|?_calculated_t",0
"DD181999|?_calculated_n","B2M|567_calculated_t",0
"DD181999|?_calculated_n","TMSB10|9168_calculated_t",0
"DD181999|?_calculated_n","LYZ|4069_calculated_t",0
"DD181999|?_calculated_n","DQ590013|?|1of2_calculated_t",0
"DD181999|?_calculated_n","ACTG1|71_calculated_t",0
"DD181999|?_calculated_n","CD74|972_calculated_t",0
"DD181999|?_calculated_n","RPLP1|6176_calculated_t",0
"DD181999|?_calculated_n","tRNA_Pro|?|1of20_calculated_t",0
"DD181999|?_calculated_n","MT-ND5|4540_calculated_t",0
"DD181999|?_calculated_n","PGC|5225_calculated_t",0
"DD181999|?_calculated_n","GAPDH|2597_calculated_t",0
"DD181999|?_calculated_n","ACTB|60_calculated_t",0
"DD181999|?_calculated_n","JA040723|?_calculated_t",0
"DD181999|?_calculated_n","AD_1|?_calculated_t",0
"DD181999|?_calculated_n","cytochrome_b|?_calculated_t",0
"DD181999|?_calculated_n","TVAS5|?_calculated_t",0
"DD181999|?_calculated_n","JA040725|?_calculated_t",0
"DD181999|?_calculated_n","OK/SW-cl.16|?_calculated_t",0
"DD181999|?_calculated_n","STRF6|?_calculated_t",0
"DD181999|?_calculated_n","BC018860|?_calculated_t",0
"tRNA_Pro|?|1of20_calculated_n","B2M|567_calculated_t",0
"tRNA_Pro|?|1of20_calculated_n","TMSB10|9168_calculated_t",0
"tRNA_Pro|?|1of20_calculated_n","LYZ|4069_calculated_t",0
"tRNA_Pro|?|1of20_calculated_n","DQ590013|?|1of2_calculated_t",0
"tRNA_Pro|?|1of20_calculated_n","ACTG1|71_calculated_t",0
"tRNA_Pro|?|1of20_calculated_n","CD74|972_calculated_t",0
"tRNA_Pro|?|1of20_calculated_n","RPLP1|6176_calculated_t",0
"tRNA_Pro|?|1of20_calculated_n","tRNA_Pro|?|1of20_calculated_t",1
"tRNA_Pro|?|1of20_calculated_n","MT-ND5|4540_calculated_t",0
"tRNA_Pro|?|1of20_calculated_n","PGC|5225_calculated_t",0
"tRNA_Pro|?|1of20_calculated_n","GAPDH|2597_calculated_t",0
"tRNA_Pro|?|1of20_calculated_n","ACTB|60_calculated_t",0
"tRNA_Pro|?|1of20_calculated_n","JA040723|?_calculated_t",0
"tRNA_Pro|?|1of20_calculated_n","AD_1|?_calculated_t",0
"tRNA_Pro|?|1of20_calculated_n","cytochrome_b|?_calculated_t",0
"tRNA_Pro|?|1of20_calculated_n","TVAS5|?_calculated_t",0
"tRNA_Pro|?|1of20_calculated_n","JA040725|?_calculated_t",0
"tRNA_Pro|?|1of20_calculated_n","OK/SW-cl.16|?_calculated_t",0
"tRNA_Pro|?|1of20_calculated_n","STRF6|?_calculated_t",0
"tRNA_Pro|?|1of20_calculated_n","BC018860|?_calculated_t",0
"RPLP1|6176_calculated_n","B2M|567_calculated_t",0
"RPLP1|6176_calculated_n","TMSB10|9168_calculated_t",0
"RPLP1|6176_calculated_n","LYZ|4069_calculated_t",0
"RPLP1|6176_calculated_n","DQ590013|?|1of2_calculated_t",0
"RPLP1|6176_calculated_n","ACTG1|71_calculated_t",0
"RPLP1|6176_calculated_n","CD74|972_calculated_t",0
"RPLP1|6176_calculated_n","RPLP1|6176_calculated_t",1
"RPLP1|6176_calculated_n","tRNA_Pro|?|1of20_calculated_t",0
"RPLP1|6176_calculated_n","MT-ND5|4540_calculated_t",0
"RPLP1|6176_calculated_n","PGC|5225_calculated_t",0
"RPLP1|6176_calculated_n","GAPDH|2597_calculated_t",0
"RPLP1|6176_calculated_n","ACTB|60_calculated_t",0
"RPLP1|6176_calculated_n","JA040723|?_calculated_t",0
"RPLP1|6176_calculated_n","AD_1|?_calculated_t",0
"RPLP1|6176_calculated_n","cytochrome_b|?_calculated_t",0
"RPLP1|6176_calculated_n","TVAS5|?_calculated_t",0
"RPLP1|6176_calculated_n","JA040725|?_calculated_t",0
"RPLP1|6176_calculated_n","OK/SW-cl.16|?_calculated_t",0
"RPLP1|6176_calculated_n","STRF6|?_calculated_t",0
"RPLP1|6176_calculated_n","BC018860|?_calculated_t",0
"JA429504|?|1of4_calculated_n","B2M|567_calculated_t",0
"JA429504|?|1of4_calculated_n","TMSB10|9168_calculated_t",0
"JA429504|?|1of4_calculated_n","LYZ|4069_calculated_t",0
"JA429504|?|1of4_calculated_n","DQ590013|?|1of2_calculated_t",0
"JA429504|?|1of4_calculated_n","ACTG1|71_calculated_t",0
"JA429504|?|1of4_calculated_n","CD74|972_calculated_t",0
"JA429504|?|1of4_calculated_n","RPLP1|6176_calculated_t",0
"JA429504|?|1of4_calculated_n","tRNA_Pro|?|1of20_calculated_t",0
"JA429504|?|1of4_calculated_n","MT-ND5|4540_calculated_t",0
"JA429504|?|1of4_calculated_n","PGC|5225_calculated_t",0
"JA429504|?|1of4_calculated_n","GAPDH|2597_calculated_t",0
"JA429504|?|1of4_calculated_n","ACTB|60_calculated_t",0
"JA429504|?|1of4_calculated_n","JA040723|?_calculated_t",0
"JA429504|?|1of4_calculated_n","AD_1|?_calculated_t",0
"JA429504|?|1of4_calculated_n","cytochrome_b|?_calculated_t",0
"JA429504|?|1of4_calculated_n","TVAS5|?_calculated_t",0
"JA429504|?|1of4_calculated_n","JA040725|?_calculated_t",0
"JA429504|?|1of4_calculated_n","OK/SW-cl.16|?_calculated_t",0
"JA429504|?|1of4_calculated_n","STRF6|?_calculated_t",0
"JA429504|?|1of4_calculated_n","BC018860|?_calculated_t",0
"PGC|5225_calculated_n","B2M|567_calculated_t",0
"PGC|5225_calculated_n","TMSB10|9168_calculated_t",0
"PGC|5225_calculated_n","LYZ|4069_calculated_t",0
"PGC|5225_calculated_n","DQ590013|?|1of2_calculated_t",0
"PGC|5225_calculated_n","ACTG1|71_calculated_t",0
"PGC|5225_calculated_n","CD74|972_calculated_t",0
"PGC|5225_calculated_n","RPLP1|6176_calculated_t",0
"PGC|5225_calculated_n","tRNA_Pro|?|1of20_calculated_t",0
"PGC|5225_calculated_n","MT-ND5|4540_calculated_t",0
"PGC|5225_calculated_n","PGC|5225_calculated_t",1
"PGC|5225_calculated_n","GAPDH|2597_calculated_t",0
"PGC|5225_calculated_n","ACTB|60_calculated_t",0
"PGC|5225_calculated_n","JA040723|?_calculated_t",0
"PGC|5225_calculated_n","AD_1|?_calculated_t",0
"PGC|5225_calculated_n","cytochrome_b|?_calculated_t",0
"PGC|5225_calculated_n","TVAS5|?_calculated_t",0
"PGC|5225_calculated_n","JA040725|?_calculated_t",0
"PGC|5225_calculated_n","OK/SW-cl.16|?_calculated_t",0
"PGC|5225_calculated_n","STRF6|?_calculated_t",0
"PGC|5225_calculated_n","BC018860|?_calculated_t",0
"CD74|972_calculated_n","B2M|567_calculated_t",0
"CD74|972_calculated_n","TMSB10|9168_calculated_t",0
"CD74|972_calculated_n","LYZ|4069_calculated_t",0
"CD74|972_calculated_n","DQ590013|?|1of2_calculated_t",0
"CD74|972_calculated_n","ACTG1|71_calculated_t",0
"CD74|972_calculated_n","CD74|972_calculated_t",1
"CD74|972_calculated_n","RPLP1|6176_calculated_t",0
"CD74|972_calculated_n","tRNA_Pro|?|1of20_calculated_t",0
"CD74|972_calculated_n","MT-ND5|4540_calculated_t",0
"CD74|972_calculated_n","PGC|5225_calculated_t",0
"CD74|972_calculated_n","GAPDH|2597_calculated_t",0
"CD74|972_calculated_n","ACTB|60_calculated_t",0
"CD74|972_calculated_n","JA040723|?_calculated_t",0
"CD74|972_calculated_n","AD_1|?_calculated_t",0
"CD74|972_calculated_n","cytochrome_b|?_calculated_t",0
"CD74|972_calculated_n","TVAS5|?_calculated_t",0
"CD74|972_calculated_n","JA040725|?_calculated_t",0
"CD74|972_calculated_n","OK/SW-cl.16|?_calculated_t",0
"CD74|972_calculated_n","STRF6|?_calculated_t",0
"CD74|972_calculated_n","BC018860|?_calculated_t",0
"B2M|567_calculated_t","BC018860|?_calculated_n",0
"B2M|567_calculated_t","STRF6|?_calculated_n",0
"B2M|567_calculated_t","OK/SW-cl.16|?_calculated_n",0
"B2M|567_calculated_t","cytochrome_b|?_calculated_n",0
"B2M|567_calculated_t","JA040725|?_calculated_n",0
"B2M|567_calculated_t","TVAS5|?_calculated_n",0
"B2M|567_calculated_t","AD_1|?_calculated_n",0
"B2M|567_calculated_t","JA040723|?_calculated_n",0
"B2M|567_calculated_t","MT-ND5|4540_calculated_n",0
"B2M|567_calculated_t","ACTB|60_calculated_n",0
"B2M|567_calculated_t","DQ590013|?|1of2_calculated_n",0
"B2M|567_calculated_t","MYL9|10398_calculated_n",0
"B2M|567_calculated_t","DES|1674_calculated_n",0
"B2M|567_calculated_t","ACTG2|72_calculated_n",0
"B2M|567_calculated_t","DD181999|?_calculated_n",0
"B2M|567_calculated_t","tRNA_Pro|?|1of20_calculated_n",0
"B2M|567_calculated_t","RPLP1|6176_calculated_n",0
"B2M|567_calculated_t","JA429504|?|1of4_calculated_n",0
"B2M|567_calculated_t","PGC|5225_calculated_n",0
"B2M|567_calculated_t","CD74|972_calculated_n",0
"TMSB10|9168_calculated_t","BC018860|?_calculated_n",0
"TMSB10|9168_calculated_t","STRF6|?_calculated_n",0
"TMSB10|9168_calculated_t","OK/SW-cl.16|?_calculated_n",0
"TMSB10|9168_calculated_t","cytochrome_b|?_calculated_n",0
"TMSB10|9168_calculated_t","JA040725|?_calculated_n",0
"TMSB10|9168_calculated_t","TVAS5|?_calculated_n",0
"TMSB10|9168_calculated_t","AD_1|?_calculated_n",0
"TMSB10|9168_calculated_t","JA040723|?_calculated_n",0
"TMSB10|9168_calculated_t","MT-ND5|4540_calculated_n",0
"TMSB10|9168_calculated_t","ACTB|60_calculated_n",0
"TMSB10|9168_calculated_t","DQ590013|?|1of2_calculated_n",0
"TMSB10|9168_calculated_t","MYL9|10398_calculated_n",0
"TMSB10|9168_calculated_t","DES|1674_calculated_n",0
"TMSB10|9168_calculated_t","ACTG2|72_calculated_n",0
"TMSB10|9168_calculated_t","DD181999|?_calculated_n",0
"TMSB10|9168_calculated_t","tRNA_Pro|?|1of20_calculated_n",0
"TMSB10|9168_calculated_t","RPLP1|6176_calculated_n",0
"TMSB10|9168_calculated_t","JA429504|?|1of4_calculated_n",0
"TMSB10|9168_calculated_t","PGC|5225_calculated_n",0
"TMSB10|9168_calculated_t","CD74|972_calculated_n",0
"LYZ|4069_calculated_t","BC018860|?_calculated_n",0
"LYZ|4069_calculated_t","STRF6|?_calculated_n",0
"LYZ|4069_calculated_t","OK/SW-cl.16|?_calculated_n",0
"LYZ|4069_calculated_t","cytochrome_b|?_calculated_n",0
"LYZ|4069_calculated_t","JA040725|?_calculated_n",0
"LYZ|4069_calculated_t","TVAS5|?_calculated_n",0
"LYZ|4069_calculated_t","AD_1|?_calculated_n",0
"LYZ|4069_calculated_t","JA040723|?_calculated_n",0
"LYZ|4069_calculated_t","MT-ND5|4540_calculated_n",0
"LYZ|4069_calculated_t","ACTB|60_calculated_n",0
"LYZ|4069_calculated_t","DQ590013|?|1of2_calculated_n",0
"LYZ|4069_calculated_t","MYL9|10398_calculated_n",0
"LYZ|4069_calculated_t","DES|1674_calculated_n",0
"LYZ|4069_calculated_t","ACTG2|72_calculated_n",0
"LYZ|4069_calculated_t","DD181999|?_calculated_n",0
"LYZ|4069_calculated_t","tRNA_Pro|?|1of20_calculated_n",0
"LYZ|4069_calculated_t","RPLP1|6176_calculated_n",0
"LYZ|4069_calculated_t","JA429504|?|1of4_calculated_n",0
"LYZ|4069_calculated_t","PGC|5225_calculated_n",0
"LYZ|4069_calculated_t","CD74|972_calculated_n",0
"DQ590013|?|1of2_calculated_t","BC018860|?_calculated_n",0
"DQ590013|?|1of2_calculated_t","STRF6|?_calculated_n",0
"DQ590013|?|1of2_calculated_t","OK/SW-cl.16|?_calculated_n",0
"DQ590013|?|1of2_calculated_t","cytochrome_b|?_calculated_n",0
"DQ590013|?|1of2_calculated_t","JA040725|?_calculated_n",0
"DQ590013|?|1of2_calculated_t","TVAS5|?_calculated_n",0
"DQ590013|?|1of2_calculated_t","AD_1|?_calculated_n",0
"DQ590013|?|1of2_calculated_t","JA040723|?_calculated_n",0
"DQ590013|?|1of2_calculated_t","MT-ND5|4540_calculated_n",0
"DQ590013|?|1of2_calculated_t","ACTB|60_calculated_n",0
"DQ590013|?|1of2_calculated_t","DQ590013|?|1of2_calculated_n",1
"DQ590013|?|1of2_calculated_t","MYL9|10398_calculated_n",0
"DQ590013|?|1of2_calculated_t","DES|1674_calculated_n",0
"DQ590013|?|1of2_calculated_t","ACTG2|72_calculated_n",0
"DQ590013|?|1of2_calculated_t","DD181999|?_calculated_n",0
"DQ590013|?|1of2_calculated_t","tRNA_Pro|?|1of20_calculated_n",0
"DQ590013|?|1of2_calculated_t","RPLP1|6176_calculated_n",0
"DQ590013|?|1of2_calculated_t","JA429504|?|1of4_calculated_n",0
"DQ590013|?|1of2_calculated_t","PGC|5225_calculated_n",0
"DQ590013|?|1of2_calculated_t","CD74|972_calculated_n",0
"ACTG1|71_calculated_t","BC018860|?_calculated_n",0
"ACTG1|71_calculated_t","STRF6|?_calculated_n",0
"ACTG1|71_calculated_t","OK/SW-cl.16|?_calculated_n",0
"ACTG1|71_calculated_t","cytochrome_b|?_calculated_n",0
"ACTG1|71_calculated_t","JA040725|?_calculated_n",0
"ACTG1|71_calculated_t","TVAS5|?_calculated_n",0
"ACTG1|71_calculated_t","AD_1|?_calculated_n",0
"ACTG1|71_calculated_t","JA040723|?_calculated_n",0
"ACTG1|71_calculated_t","MT-ND5|4540_calculated_n",0
"ACTG1|71_calculated_t","ACTB|60_calculated_n",0
"ACTG1|71_calculated_t","DQ590013|?|1of2_calculated_n",0
"ACTG1|71_calculated_t","MYL9|10398_calculated_n",0
"ACTG1|71_calculated_t","DES|1674_calculated_n",0
"ACTG1|71_calculated_t","ACTG2|72_calculated_n",0
"ACTG1|71_calculated_t","DD181999|?_calculated_n",0
"ACTG1|71_calculated_t","tRNA_Pro|?|1of20_calculated_n",0
"ACTG1|71_calculated_t","RPLP1|6176_calculated_n",0
"ACTG1|71_calculated_t","JA429504|?|1of4_calculated_n",0
"ACTG1|71_calculated_t","PGC|5225_calculated_n",0
"ACTG1|71_calculated_t","CD74|972_calculated_n",0
"CD74|972_calculated_t","BC018860|?_calculated_n",0
"CD74|972_calculated_t","STRF6|?_calculated_n",0
